Subject,Grade,QuestionText,Description,questionType,leftItems,rightItems,correctPairs,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Science,Grade 10,Match each to ecological relationship.,Match ecological relationships.,Matching,"predation,symbiosis,competition,parasitism","one benefits host,hunt prey,same resource,both benefit","0-1,1-0,2-2,3-3",345,2,HS-LS2-6,ecology,"NGSS.SEP.4, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 10,Match each to radiation type.,Match radiation.,Matching,"alpha,beta,gamma,neutron","electron,helium nucleus,photon,neutron","0-1,1-0,2-2,3-3",348,2,HS-PS1-8,nuclear,"NGSS.SEP.2, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 10,Match each to evolution evidence.,Match evolution.,Matching,"fossil record,molecular,biogeography,anatomy","location,DNA similarity,old remains,structure","0-2,1-0,2-1,3-3",335,2,HS-LS4-1,evolution,"NGSS.SEP.7, NGSS.DCI.LS4, NGSS.CCC.7"
Science,Grade 10,Match each to enzyme factor.,Match enzymes.,Matching,"temperature,pH,substrate,inhibitor","slows,specific range,optimal,denature","0-3,1-0,2-1,3-2",332,2,HS-LS1-6,enzymes,"NGSS.SEP.3, NGSS.DCI.LS1, NGSS.CCC.2"
Science,Grade 10,Match each to Earth system.,Match Earth systems.,Matching,"geosphere,hydrosphere,biosphere,atmosphere","air,water,life,rock","0-3,1-0,2-1,3-2",328,1,HS-ESS2-4,Earth systems,"NGSS.SEP.2, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 10,Match each to circuit quantity.,Match electric circuits.,Matching,"voltage,current,resistance,power","ohms,watts,amps,volts","0-3,1-0,2-1,3-2",330,2,HS-PS2-5,circuits,"NGSS.SEP.5, NGSS.DCI.PS3, NGSS.CCC.5"
Science,Grade 11,Match each to quantum concept.,Match quantum.,Matching,"wave-particle duality,uncertainty,superposition,entanglement","position momentum,electron,multiple states,linked","0-1,1-0,2-2,3-3",348,2,HS-PS4-1,quantum,"NGSS.SEP.6, NGSS.DCI.PS4, NGSS.CCC.1"
Science,Grade 11,Match each to cellular respiration step.,Match cellular respiration.,Matching,"glycolysis,Krebs cycle,ETC,fermentation","mitochondria,cytoplasm,no O2,inner membrane","0-1,1-0,2-3,3-2",350,2,HS-LS1-7,cellular respiration,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.5"
Science,Grade 11,Match each to nitrogen cycle process.,Match nitrogen cycle.,Matching,"nitrification,denitrification,fixation,ammonification","N2 to NH3,N2 to air,NH3 to NO3,organic to NH3","0-2,1-0,2-1,3-3",342,2,HS-LS2-3,nitrogen cycle,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.5"
Science,Grade 11,Match each to equilibrium factor.,Match equilibrium.,Matching,"temperature,pressure,concentration,catalyst","shift,shift,shift,no shift","0-2,1-0,2-1,3-3",338,2,HS-PS1-6,equilibrium,"NGSS.SEP.3, NGSS.DCI.PS1, NGSS.CCC.7"
Science,Grade 11,Match each to relativity effect.,Match relativity.,Matching,"time dilation,length contraction,mass increase,E=mc²","energy mass,clock slow,length short,mass energy","0-1,1-0,2-2,3-3",335,2,HS-PS2-4,relativity,"NGSS.SEP.7, NGSS.DCI.PS2, NGSS.CCC.1"
Science,Grade 11,Match each to genetic engineering tool.,Match genetic engineering.,Matching,"CRISPR,recombinant DNA,cloning,GMO","copy organism,edit gene,combine DNA,modified","0-2,1-0,2-1,3-3",332,2,HS-LS3-2,genetic engineering,"NGSS.SEP.1, NGSS.DCI.LS3, NGSS.CCC.6"
Science,Grade 11,Match each to climate model component.,Match climate models.,Matching,"input,feedback,prediction,validation","test,parameter,output,compare","0-2,1-0,2-1,3-3",328,2,HS-ESS3-5,climate models,"NGSS.SEP.5, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 11,Match each to ocean system process.,Match ocean systems.,Matching,"thermohaline,upwelling,carbon sink,El Niño","CO2 uptake,cold deep,circulation,Pacific","0-2,1-0,2-1,3-3",330,2,HS-ESS2-6,ocean systems,"NGSS.SEP.4, NGSS.DCI.ESS2, NGSS.CCC.4"
Science,Grade 12,Match each to immune component.,Match immune system.,Matching,"T cell,B cell,antibody,macrophage","engulfs,receptor,kills infected,memory","0-2,1-0,2-3,3-1",338,2,HS-LS1-2,immune system,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 12,Match each to climate impact.,Match climate impacts.,Matching,"sea level rise,extreme weather,biodiversity loss,ocean acidification","storms,warming,pH drop,habitat","0-1,1-0,2-3,3-2",340,2,HS-ESS3-5,climate impacts,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.7"
Science,Grade 12,Match each to nuclear reaction type.,Match nuclear reactions.,Matching,"fission,fusion,decay,chain reaction","split,combine,unstable,multiply","0-1,1-0,2-2,3-3",342,2,HS-PS1-8,nuclear physics,"NGSS.SEP.6, NGSS.DCI.PS1, NGSS.CCC.5"
Science,Grade 12,Match each to ecosystem service.,Match ecosystem services.,Matching,"pollination,water purification,soil formation,carbon storage","decomposers,bees,wetlands,forests","0-1,1-0,2-2,3-3",348,2,HS-LS2-7,biodiversity,"NGSS.SEP.8, NGSS.DCI.LS2, NGSS.CCC.4"
Science,Grade 12,Match each to sustainability strategy.,Match sustainability.,Matching,"renewable energy,conservation,restoration,overconsumption","reduce use,repair,wind solar,negative","0-2,1-0,2-1,3-3",350,2,HS-ESS3-4,sustainability,"NGSS.SEP.7, NGSS.DCI.ESS3, NGSS.CCC.4"
Science,Grade 12,Match each to biogeochemical cycle.,Match biogeochemical cycles.,Matching,"carbon,nitrogen,water,phosphorus","evaporation,N2 fix,photosynthesis,rocks","0-2,1-0,2-1,3-3",335,2,HS-LS2-3,biogeochemical,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.5"
Science,Grade 12,Match each to neuroscience concept.,Match neuroscience.,Matching,"neuron,synapse,neurotransmitter,action potential","junction,cell,signal,electrical impulse","0-1,1-0,2-2,3-3",332,2,HS-LS1-2,nervous system,"NGSS.SEP.2, NGSS.DCI.LS1, NGSS.CCC.6"
Science,Grade 12,Match each to scientific ethics principle.,Match science ethics.,Matching,"informed consent,replication,peer review,fabrication","unethical,validate,approve,participant agree","0-3,1-0,2-1,3-2",328,3,HS-ETS1-1,science ethics,"NGSS.SEP.8, NGSS.DCI.ETS1, NGSS.CCC.4"
Science,Grade 12,Match each to coherence device.,Match coherence.,Matching,"transition,repetition,pronoun,parallel structure","echo,link,refer back,balance","0-1,1-0,2-2,3-3",330,2,HS-LS2-3,coherence,"NGSS.SEP.6, NGSS.DCI.LS2, NGSS.CCC.4"
